term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
hear,-0.01522633,0.04611171,-0.013576274,0.1279414,-0.08108932,0.066925935,-0.044676017,-0.008252941,-0.19854861,0.13553125,-0.18353891,0.06266661,0.14157176,0.22856073,-0.21182553,-0.11934956,0.1326075,-0.20505264,-0.29404324,0.0839871,0.07781164,-0.088360906,-0.095928945,0.15518777,0.27364093,-0.07933087,-0.12487871,0.0037900875,-0.121504776,-0.059229206,-0.101077355,-0.09659344,-0.14081937,0.022109384,-0.025746262,0.19955577,0.04180908,-0.18571419,0.06397248,0.0655196,0.04940073,-0.12470253,0.15837045,0.04939738,0.018167177,0.11902546,0.095487304,0.074695416,0.1564903,-0.05943074,-0.036726404,-0.34445855,-0.004105843,0.028848343,0.09504612,-0.024311535,-0.16532771,-0.07149784,-0.0749795,0.10916855,-0.11362134,-0.18898611,-0.31789786,-0.09468681,0.03321322,0.10349669,-0.0076759094,-0.15721907,-0.035417255,0.01821328,-0.056196086,-0.15057659,-0.2766282,-0.05030806,-0.03853757,-0.10847407,0.04044034,0.036392566,-0.10596902,-0.2399748,-0.06599719,-0.07764341,-0.07293877,0.14099643,-0.19883227,0.13787018,-0.18175806,-0.28073886,-0.14434062,0.037131965,-0.11660692,0.062592715,0.088542745,-0.16182424,0.034346938,0.038008455,0.07351937,-0.007894632,-0.070346355,-0.14040633
yourself,-0.012716437,0.04470552,0.006047717,0.06748658,-0.1943833,0.16031757,-0.04932928,0.13257301,-0.17736095,0.064333275,-0.11932105,-0.004827634,0.119329266,0.178976,-0.16998093,-0.08524816,0.11412022,-0.16766079,-0.17565648,0.10479487,0.08516817,-0.123794794,-0.08315855,0.23046835,0.25379834,-0.000991687,-0.11645404,0.06668242,-0.1567003,-0.08096263,-0.05761438,-0.16301243,-0.1288138,-0.016158443,-0.01752306,0.15446433,0.12614298,-0.18259323,0.0706334,0.05609511,0.015046898,-0.047829967,0.21661259,-0.013146087,0.0012957514,0.13286915,0.016934939,0.078176364,0.12569821,0.021239571,-0.04907325,-0.3494163,-0.098569565,0.073534586,0.08281949,-0.060275197,-0.097588055,0.007155358,-0.10819421,0.13080777,-0.06410477,-0.108933814,-0.31343958,-0.040038444,0.09421345,0.043974135,-0.015574153,-0.069449954,-0.15773056,-0.01121564,-0.025784303,-0.15732658,-0.18582425,-0.08406117,0.0021943145,-0.11669251,0.015803691,-0.0077692606,-0.15716767,-0.22512235,-0.05966788,0.0100702895,-0.1035931,0.12730412,-0.22046576,0.04862019,-0.22351803,-0.23918279,-0.088557534,0.06957164,-0.11929675,0.11345937,0.10115794,-0.07812395,0.0548321,-0.015690405,0.068673395,-0.0021400948,-0.07769902,-0.15046932
wow,-0.040050324,0.07222793,-0.00097059604,0.07620783,-0.15414533,0.098242536,-0.05315522,0.09210445,-0.13135485,0.12910086,-0.107909225,0.042154063,0.05934791,0.0835572,-0.102444,-0.113659434,0.13515386,-0.14056991,-0.13425472,0.09645183,0.063255005,-0.06777149,-0.13846287,0.18704991,0.27150708,-0.038146097,-0.06428511,0.016677896,-0.12512216,-0.047762737,-0.042188853,-0.19725306,-0.07588091,0.016811665,-0.080967836,0.20659466,0.15285328,-0.2230281,0.13118431,0.064497955,-0.0014474441,-0.03684452,0.16705477,-0.022795277,0.01925739,0.08425184,0.02205156,0.06620383,0.17054014,-0.06189948,-0.028136631,-0.30373988,-0.06749548,0.046962254,0.11886925,0.007114674,-0.067472935,-0.0012920843,-0.073983744,0.15376359,-0.086151876,-0.10061777,-0.27676404,-0.0636627,0.09199071,0.06358272,-0.051948383,-0.032886643,-0.07045322,-0.025231648,-0.020466315,-0.13547155,-0.19742176,-0.08848794,0.012530859,-0.081489764,0.057654884,-0.017862182,-0.15523371,-0.21309264,-0.14703661,0.015903754,-0.08816175,0.057030883,-0.24156779,0.024178123,-0.1981374,-0.27045316,-0.14052583,0.024625946,-0.11210885,0.06796585,0.08346889,-0.08330852,0.021978548,-0.009132308,0.09516758,-0.035483986,-0.11539899,-0.13156365
head,-0.065700315,0.09197407,-0.028848333,0.1357781,-0.239048,0.11703921,-0.07856859,0.105772495,-0.17374584,0.04619889,-0.1552719,0.031766485,0.14555803,0.15442562,-0.14939357,-0.11398783,0.13332029,-0.1788375,-0.17608276,0.067002445,0.064674735,-0.08959287,-0.116764806,0.18466969,0.24241495,0.020653043,-0.15125963,0.015699198,-0.1143032,-0.061477393,-0.13755159,-0.17096338,-0.11814342,-0.026317976,-0.0030140176,0.12795275,0.14419709,-0.20848255,0.042058382,0.10077159,0.013122526,-0.084953405,0.23189369,-0.034555145,-0.0060082134,0.098727055,0.068606,0.07596952,0.109179415,0.032378428,-0.09737047,-0.38029706,-0.08685301,0.04841688,0.09503334,-0.056686614,-0.06570638,0.038967423,-0.14147387,0.18899915,-0.051834002,-0.09973069,-0.33554026,-0.015040337,0.03954371,0.0313422,-0.0068994313,-0.0909297,-0.17343123,0.028158387,-0.015481587,-0.1679929,-0.21593106,-0.05640709,-0.013624411,-0.17558841,0.012245485,-0.022410428,-0.10070185,-0.3134281,-0.0906385,0.058679666,-0.06997688,0.09696757,-0.20960885,0.060350318,-0.15769035,-0.2568358,-0.091605216,0.023895675,-0.11610975,0.1680265,0.13252202,-0.07155302,-0.019830767,0.014303651,0.07373889,0.03047589,-0.038140718,-0.13634321
someone,-0.07058925,0.063361414,0.015775336,0.10107384,-0.16828105,0.10685447,-0.056764316,0.09828012,-0.16283257,0.118764296,-0.1158325,0.020136107,0.1403066,0.13586308,-0.15932845,-0.11045596,0.12925105,-0.16628943,-0.15493351,0.07486753,0.08368742,-0.05072199,-0.11531505,0.17788418,0.26769945,-0.009294373,-0.1223438,0.031293124,-0.13418546,-0.078868374,-0.06454096,-0.18105489,-0.057024874,0.01222151,-0.047921922,0.16481891,0.08474455,-0.21461962,0.0764358,0.09946325,0.0045702304,-0.029395873,0.18652593,-0.015995113,0.014673768,0.046680942,0.061804913,0.07261437,0.15339293,-0.016211892,-0.032491446,-0.37096953,-0.076231085,0.030931994,0.11554435,-0.035092626,-0.0342008,0.025361685,-0.07175343,0.17557943,-0.045883857,-0.107712194,-0.34980667,-0.036682352,0.061677437,0.08486059,-0.020310098,0.00071044615,-0.1255906,-0.006497414,0.018711898,-0.17164531,-0.21173088,-0.11124641,0.037801076,-0.10655625,0.08117249,0.010120247,-0.15276156,-0.24861212,-0.11116724,-0.0030016343,-0.0923182,0.049057115,-0.28665587,0.0066248924,-0.18619208,-0.3000453,-0.09202393,0.05460427,-0.13233232,0.10013359,0.062278725,-0.1040418,-0.001916623,0.010272467,0.03833678,-0.014526935,-0.08843056,-0.116774246
valley,-0.031981193,0.102309115,-0.017303798,0.06554427,-0.4105121,0.35568202,-0.039081395,0.29341182,-0.23787251,-0.05803574,-0.016548242,-0.024699792,0.052994333,0.12571657,-0.08433284,0.123591654,0.12562074,-0.14630228,-0.04013968,0.21061935,0.04660741,-0.21868476,-0.04458685,0.2865844,0.22807553,0.08015985,-0.04201694,0.09335119,-0.17629248,-0.13290104,-0.045224953,-0.30074078,-0.14312422,-0.0529778,-0.039574154,0.028344188,0.2404238,-0.1705171,0.16921178,0.083649635,0.02459035,0.04537885,0.3268885,-0.16220337,-0.07403786,0.062232494,-0.03459417,0.034099903,0.061995074,0.0899165,0.0011634377,-0.41537467,-0.21117668,0.16708232,0.12975167,-0.08897356,0.063941635,0.19492784,-0.061532024,0.17257826,0.0049278075,-0.048862193,-0.32493955,0.114134066,0.115903154,-0.053625077,0.037825573,-0.0072916057,-0.26554418,-0.052577306,0.09655947,-0.15781403,-0.055838913,-0.19241506,0.054556735,-0.17106305,0.02217782,0.0045364206,-0.17276454,-0.18547353,-0.0953835,0.23957406,-0.16134563,0.03912583,-0.21960795,-0.055364974,-0.29402292,-0.1855992,-0.03215827,0.07604302,-0.14174084,0.16388689,0.07479441,0.09415724,0.037644047,-0.0033396743,0.05812431,-0.030473784,-0.040746443,-0.13156459
kill,-0.020286458,0.106157996,-0.02304223,0.11540997,-0.27677253,0.20376484,-0.0297786,0.16214204,-0.20479123,0.020835033,-0.15158634,0.010121086,0.1610326,0.20467807,-0.18932533,0.00500258,0.11301953,-0.216397,-0.18242145,0.13589112,0.054323267,-0.15303701,-0.06260077,0.22641747,0.2338248,-0.014748616,-0.09174331,0.06295702,-0.14888498,-0.16126083,-0.08798911,-0.1776715,-0.15524141,-0.011148665,0.0582762,0.09369434,0.10984568,-0.11537015,0.06874267,0.08142232,0.020555558,-0.055893075,0.23286037,-0.023301775,-0.0539286,0.12377102,0.035770867,0.052403674,0.07099727,0.08127823,-0.033258297,-0.37869838,-0.112552,0.0665998,0.093148515,-0.11669244,-0.048173554,0.048910886,-0.10188039,0.10576648,-0.036211997,-0.13451567,-0.34392592,0.028770715,0.04548306,0.022803577,0.024519669,-0.07123862,-0.21162716,0.0004926198,0.02582908,-0.16262951,-0.19250576,-0.13095166,-0.016265018,-0.17031752,0.009833753,0.040631965,-0.11818267,-0.2783022,-0.08276791,0.08024247,-0.124521054,0.1258916,-0.20354015,0.066431195,-0.20796217,-0.19850132,-0.02027758,0.036573432,-0.13466485,0.15106967,0.1281169,-0.0651742,0.0075202016,-0.005842807,0.0624151,0.033104636,-0.040397335,-0.13127351
open,0.0026056608,0.042989537,-0.025166808,0.07520947,-0.26171204,0.1255697,-0.07317784,0.13942398,-0.19958591,0.0433598,-0.12417887,0.015655626,0.121469356,0.18105926,-0.15104057,-0.08776542,0.12997052,-0.15366462,-0.16574766,0.08415976,0.07973864,-0.072447106,-0.07712845,0.1844419,0.23047443,0.016862983,-0.14723614,0.02897591,-0.15276852,-0.08427405,-0.12852536,-0.20433085,-0.12261994,-0.018599406,-0.009429174,0.08823217,0.13175502,-0.19330396,0.08199047,0.106905006,0.024232836,-0.072333455,0.22581424,-0.06012296,-0.014906092,0.10111724,0.046165187,0.069313034,0.08724475,0.027594466,-0.08877508,-0.34822103,-0.09414035,0.062609956,0.08886971,-0.042805485,-0.049027584,0.057140525,-0.10208794,0.17700972,-0.049133703,-0.049396984,-0.36028862,0.01665746,0.05911884,0.047977526,0.0030283765,-0.07255508,-0.1693073,0.016594538,-0.010576511,-0.12835048,-0.16322012,-0.07417506,-0.011639561,-0.14507677,-0.009679032,-0.051953666,-0.09657477,-0.28362575,-0.09214488,0.049889393,-0.08643257,0.08910509,-0.18609944,0.041374914,-0.15029117,-0.2429947,-0.08495413,0.050028395,-0.1185099,0.16983715,0.09074311,-0.089961104,-0.016818225,0.04435533,0.039567355,0.0048330068,-0.039087154,-0.11596518
heart,-0.18507628,0.14969939,-0.020861676,0.16944338,-0.23466787,0.12447071,-0.07382775,0.0890173,-0.1282094,0.14096364,-0.13111295,0.044778313,0.12526555,0.082265735,-0.10117556,-0.070109956,0.11199521,-0.153393,-0.115286335,0.110819094,0.024224835,-0.05845983,-0.1747248,0.18348937,0.30971617,-0.010048782,-0.11085451,0.01647928,-0.08019038,-0.122089654,-0.11438952,-0.19088885,-0.070200555,0.021573287,-0.03759407,0.17440653,0.16326429,-0.20506378,0.10402442,0.11617585,-0.030539263,-0.029602384,0.1945545,-0.021939833,-0.005472482,0.038706686,0.087354615,0.02298307,0.1313404,0.0053357147,-0.032941487,-0.38203064,-0.12849106,0.032768637,0.104377426,-0.0120490035,0.03646536,0.05609928,-0.11855951,0.17787382,-0.06628882,-0.13938107,-0.31782266,0.006244656,0.04069759,0.055077642,-0.011510395,-0.0048436816,-0.20071948,0.0022757272,0.049466997,-0.19620927,-0.270486,-0.08702303,0.030025586,-0.18810709,0.07657936,0.050819553,-0.13351597,-0.27946034,-0.14953586,0.052598312,-0.06631853,0.014668964,-0.2869489,0.010041525,-0.19683412,-0.23355444,-0.093698405,0.018224891,-0.1657564,0.1122602,0.0966598,-0.06460044,-0.06328948,0.016908288,0.054473132,0.02708321,-0.11455986,-0.10208398
fight,0.043504655,0.052325834,-0.014652923,0.06127191,-0.22246404,0.12905717,-0.06646362,0.1123923,-0.22355145,0.041791584,-0.17071745,0.020715063,0.13295205,0.23137645,-0.1904967,-0.050211795,0.12963894,-0.19859348,-0.19557165,0.10697378,0.051381543,-0.111556664,-0.05509522,0.2267092,0.2551175,-0.03335867,-0.12955663,0.026186164,-0.1502304,-0.09960358,-0.1149528,-0.17066562,-0.16374156,-0.020639267,0.0071207187,0.09864653,0.12126793,-0.13695015,0.07862498,0.08815828,0.01300461,-0.09941441,0.21786654,-0.020468332,-0.04270144,0.14709494,0.04451675,0.10291642,0.079448074,0.010574234,-0.055055745,-0.3280639,-0.07343546,0.047475662,0.07757255,-0.076799974,-0.11459207,-0.007952475,-0.09746125,0.1358748,-0.007221663,-0.07083299,-0.36802173,-0.021417923,0.054944634,0.06071425,0.0051540197,-0.12938711,-0.15479098,0.009643751,-0.0065946383,-0.116396055,-0.19739145,-0.07807386,-0.019404635,-0.11429731,-0.009761151,-0.022296611,-0.07388959,-0.30650353,-0.08051292,-0.02184522,-0.105757,0.15418662,-0.16768084,0.10587023,-0.13867426,-0.2526675,-0.06510424,0.052115846,-0.13079773,0.16644819,0.15289302,-0.08767303,0.012306501,0.0125083495,0.04327895,0.009168576,-0.05433316,-0.15198772
remember,-0.060938854,0.09182689,0.032611117,0.12854055,-0.16503364,0.13810878,-0.037081078,0.07304065,-0.21858208,0.12630548,-0.121327415,0.09307567,0.122680105,0.16124326,-0.15348183,-0.10281733,0.1332304,-0.1968167,-0.17654106,0.13586944,0.0767166,-0.07445977,-0.1292768,0.17837484,0.27562013,-0.058094792,-0.09548141,0.015927078,-0.10202783,-0.124361075,-0.046186313,-0.16051027,-0.04915438,0.028825935,-0.038156193,0.15965456,0.121130414,-0.17003174,0.06332884,0.09001099,-0.025115961,-0.045492936,0.2168861,0.022830598,0.014851016,0.08153676,0.064601064,0.07773202,0.11807613,-0.018230472,-0.03671225,-0.39830673,-0.067894794,0.0476962,0.09459009,-0.062597446,-0.05930012,0.03191298,-0.05117322,0.1312153,-0.048200026,-0.119997814,-0.35462648,-0.046953563,0.021902766,0.076711565,-0.016998915,-0.005777904,-0.13728553,0.024620539,0.014700628,-0.15965949,-0.22768368,-0.086672604,0.02063075,-0.1273355,0.053969808,0.03639804,-0.10466562,-0.24232179,-0.0828477,0.01857923,-0.07520242,0.075846285,-0.2729344,0.028797958,-0.17615514,-0.2519983,-0.093791336,0.040189847,-0.22576287,0.109636545,0.07787069,-0.098126575,-0.017750066,0.021767462,0.042145506,-0.012133657,-0.091079205,-0.12726428
uh,-0.047794223,0.039147753,0.009147344,0.07894163,-0.17422293,0.09949556,-0.023333715,0.08226937,-0.16394944,0.13320997,-0.06133624,0.03322568,0.10145824,0.09773357,-0.14176221,-0.041263014,0.16499698,-0.09385486,-0.06132312,0.08130394,0.05729135,-0.07483611,-0.08623545,0.15474872,0.24254847,0.020669382,-0.06924361,0.042972557,-0.12187808,-0.050425902,-0.07574167,-0.16909215,-0.0985187,0.026912315,-0.051904313,0.16724548,0.1731965,-0.21872383,0.12488318,0.08706428,0.021425836,-0.077096224,0.17830874,-0.0024389783,0.041213393,0.14841288,0.022332087,0.028857304,0.15596665,-0.048606463,-0.016667629,-0.2580477,-0.12456962,0.08977984,0.096160546,-0.020194711,-0.018154528,-0.00210649,-0.054223843,0.12322032,-0.09233574,-0.10649813,-0.31451237,-0.023267811,0.124184966,0.011390134,-0.040938236,-0.031288605,-0.07208695,-0.040976737,-0.046834733,-0.11926515,-0.18091549,-0.0512598,-0.010736069,-0.07272733,0.016466394,-0.04941663,-0.12722643,-0.21386465,-0.107514046,0.006824698,-0.09461938,0.06954191,-0.18093447,-0.014508813,-0.16150941,-0.25091937,-0.1390745,0.013440367,-0.07747322,0.10171993,0.08411409,-0.11288042,0.021414457,0.012944318,0.07278864,-0.01162606,-0.10401879,-0.15551674
flying,-0.06353439,0.10475091,-0.0066489303,0.103769034,-0.22510901,0.19685708,-0.023096599,0.14969012,-0.15246567,0.108521305,-0.063959524,0.00951119,0.0504606,0.065261565,-0.072887436,-0.06016593,0.1273439,-0.1401371,-0.071579546,0.12912558,0.08938023,-0.113040805,-0.112524375,0.22402179,0.25994676,-0.0064876103,-0.05298938,0.0315265,-0.14359778,-0.08689259,-0.012345374,-0.23110609,-0.08016648,0.0058971294,-0.07349208,0.18804297,0.21194449,-0.19229004,0.15074103,0.071063526,0.024021272,0.034331188,0.2499481,-0.058623146,-0.0036565517,0.07519132,0.00012761501,0.06340467,0.16908672,-0.0030606985,-0.014243872,-0.36496714,-0.09574298,0.09814882,0.10345594,-0.017710233,0.0034353898,0.101262264,-0.06754294,0.14988287,-0.040968385,-0.07972142,-0.28388155,-0.022311166,0.1233366,0.028081523,-0.03747199,0.009190331,-0.14435205,-0.046368822,0.03727571,-0.17262775,-0.17105602,-0.14647493,0.06012058,-0.09173631,0.052947402,-0.005857932,-0.18619053,-0.2060167,-0.13363677,0.09869083,-0.11968906,0.00116341,-0.2761542,-0.05849108,-0.26292253,-0.23826317,-0.100043245,0.042698838,-0.12581407,0.07892378,0.057579443,0.008437444,0.040488277,-0.016248995,0.098977886,-0.07523265,-0.14257812,-0.09725691
years,-0.09682167,0.085021466,0.051662333,0.067571774,-0.30096373,0.28605077,-0.05260998,0.24922594,-0.1859285,0.06435665,-0.056663714,-0.01196356,0.09410171,0.08848193,-0.13688502,-0.0063540903,0.15220277,-0.17473653,-0.09400311,0.18525608,0.092377745,-0.16316284,-0.10417326,0.23127353,0.22052452,0.010790892,-0.059543744,0.09684525,-0.14091216,-0.17827229,-0.0052252365,-0.25515246,-0.036775924,0.011974318,-0.095659,0.14280568,0.21821652,-0.18060304,0.12299444,0.034396116,-0.019420424,0.06622819,0.25972885,-0.06882307,-0.00458534,0.04911109,0.022396965,0.057673752,0.1182919,0.056961883,0.0077950177,-0.42423448,-0.15998663,0.08796061,0.12614584,-0.089467265,0.04231913,0.12430851,-0.0554492,0.15789106,-0.021099342,-0.06857034,-0.3197968,0.055636458,0.117339976,0.052146953,-0.05027942,0.079716764,-0.24948417,-0.0695699,0.080470756,-0.1800345,-0.119447224,-0.16357069,0.069357485,-0.12934844,0.09555787,0.020340253,-0.18035482,-0.1774462,-0.087707445,0.14728385,-0.12574035,0.025454117,-0.34181365,-0.108198404,-0.23494583,-0.2421855,-0.09913998,0.06423991,-0.20035477,0.09843547,0.03951948,-0.02078429,0.052903406,-0.028319621,0.055411328,-0.007994308,-0.097015694,-0.10942055
try,0.027867505,0.052176695,-0.022971764,0.07915252,-0.23348457,0.11172581,-0.07106392,0.11556888,-0.2439921,0.047061425,-0.15953359,0.021791523,0.14329132,0.20262957,-0.17793499,-0.10289259,0.13618198,-0.18274747,-0.22015089,0.09354549,0.0603395,-0.13594122,-0.043942224,0.20545912,0.23823364,0.00025439766,-0.14373904,0.023460709,-0.14021611,-0.06729428,-0.07009606,-0.1643652,-0.15872604,-0.023085548,0.0033840407,0.108974956,0.112733975,-0.1822277,0.07450885,0.10828448,0.025421154,-0.10732807,0.22133991,-0.04706687,0.00403582,0.14553614,0.044358518,0.07476893,0.07856233,0.009445472,-0.10089695,-0.35633606,-0.08556046,0.079316236,0.110084906,-0.05050105,-0.118634835,0.0020631892,-0.11307093,0.1432737,-0.0553517,-0.09719024,-0.3394196,-0.018418808,0.058613453,0.05618514,-0.006215036,-0.123760164,-0.13287209,0.013796467,-0.039715316,-0.1273865,-0.19488735,-0.083688796,-0.039238203,-0.12333524,0.014391625,-0.038134612,-0.08581357,-0.29887715,-0.07082388,0.037237052,-0.08994913,0.16609463,-0.17750968,0.08801859,-0.16807029,-0.2594778,-0.07219707,0.043120764,-0.12799188,0.15458395,0.12828071,-0.07270637,0.013394836,0.019922448,0.04151407,-0.007135293,-0.07201613,-0.12914054
wah,0.038141612,0.015061124,-0.02234296,0.0042335596,-0.18680623,0.17292789,-0.05479199,0.16984333,-0.1222979,0.11469776,-0.0719664,0.025226178,0.022869984,0.047354095,-0.11451824,-0.07971108,0.16228084,-0.13324691,-0.12886415,0.1040373,0.08401638,-0.12894055,-0.11428339,0.222692,0.25576687,-0.035011146,-0.0074113416,0.04515773,-0.114364766,-0.009206963,-0.021610543,-0.23532996,-0.12227697,-0.0066202516,-0.12263707,0.18765868,0.19616379,-0.20286362,0.1945679,-0.0096804155,0.04379104,-0.04411256,0.12818427,-0.07815904,0.010826315,0.11934771,-0.052328832,0.084555596,0.19700064,-0.09649457,0.0177739,-0.24407524,-0.077386685,0.12257135,0.11688146,0.044827856,-0.12659289,-0.06460894,-0.025914362,0.109134495,-0.12695105,-0.11582978,-0.23694748,-0.102996245,0.17942104,0.033194654,-0.09297897,-0.096060194,-0.013308354,-0.050564475,-0.02639991,-0.10057459,-0.15921822,-0.13153982,-0.04290006,-0.04448866,0.038968444,-0.08648912,-0.18614557,-0.15369084,-0.14991516,0.008409726,-0.16520673,0.1190604,-0.17963143,0.047788553,-0.21768005,-0.25758466,-0.17321144,0.050503127,-0.041766502,0.055650815,0.12529577,-0.047772087,0.08324482,-0.07829155,0.14377217,-0.05957711,-0.13581958,-0.17859717
1,-0.1134356,0.019420782,-0.055175733,-0.031733677,-0.3535056,0.19842024,-0.11424725,0.21436867,-0.14934878,0.071450725,0.058767498,-0.017477576,0.06970685,-0.023084905,-0.020022033,0.019880317,0.17152722,-0.06800786,0.040411938,0.05216552,0.07243936,-0.1014811,-0.09555798,0.2534698,0.325895,0.1409855,-0.20285392,0.037146885,-0.2075913,0.019923957,-0.19538118,-0.37989455,-0.15779483,-0.03670042,-0.14069311,0.16112915,0.27871466,-0.37927344,0.2305554,0.1601383,-0.028021803,0.11481063,0.35543212,-0.20246994,-0.008388099,0.09286916,-0.04788899,0.022693858,0.1389388,-0.0007246877,-0.08339145,-0.3693624,-0.19926852,0.15923496,0.148615,0.027134571,0.119282275,0.1692542,-0.05149781,0.32908514,-0.042326503,0.04452581,-0.35605162,0.071793534,0.1273971,-0.03906378,-0.006861597,0.016020821,-0.23675463,0.037462667,0.02330733,-0.14986491,-0.058645155,-0.16707946,0.012730824,-0.22558936,-0.028810617,-0.14107889,-0.1613775,-0.20959611,-0.2242115,0.1353309,-0.15641008,-0.045544576,-0.21820205,-0.108266585,-0.21091716,-0.21115099,-0.16094925,0.028432973,-0.08383587,0.20504288,0.09317166,0.03846132,-0.024375197,-0.010375655,0.055560168,-0.055367954,-0.027744265,-0.13757797
ohmu,-0.02402198,0.12622885,-0.0049195597,0.059055224,-0.33670533,0.2617759,-0.057964817,0.24013774,-0.14363913,0.036551703,-0.053179916,-0.014001988,0.05191118,0.0677414,-0.079124495,0.048439212,0.12138151,-0.14980468,-0.039591473,0.17496902,0.05839559,-0.18007283,-0.09939731,0.27808616,0.2613518,0.012119966,-0.03088879,0.034741458,-0.15848488,-0.08434795,-0.04399458,-0.2721817,-0.1274926,-0.018026704,-0.036468606,0.08396054,0.23389193,-0.16852653,0.16898118,0.051202957,0.016478457,0.019008666,0.27001202,-0.113960125,-0.0453399,0.06718555,-0.03637478,0.061297726,0.11739064,0.041212674,0.01618007,-0.358815,-0.17367409,0.13137907,0.12033699,-0.041041594,0.014891352,0.11136991,-0.04604506,0.16348128,0.013627992,-0.06836691,-0.27683643,0.056547012,0.13861527,-0.01960326,0.0009335084,-0.0016343466,-0.20657822,-0.06901724,0.081543915,-0.15028182,-0.12343583,-0.17240317,0.058585856,-0.122949116,0.024217984,-0.02517726,-0.17375289,-0.1788232,-0.103590995,0.15454602,-0.17354725,0.0362674,-0.23708169,-0.026493384,-0.29151314,-0.22536904,-0.0842416,0.039624896,-0.1125056,0.15460305,0.08739451,0.043437902,0.0140789235,-0.031598844,0.07667902,0.0036289685,-0.077040166,-0.11066272
late,0.028057916,0.02745432,-0.015491525,0.05341723,-0.1141785,0.021455608,-0.044381756,0.06521303,-0.15223294,0.1190963,-0.18083696,0.0832923,0.10575124,0.19560815,-0.1544325,-0.20783964,0.15515357,-0.15470752,-0.2610894,0.059374288,0.07828327,-0.034540374,-0.13138424,0.149871,0.28989926,-0.05936313,-0.12338888,0.053318396,-0.14941196,-0.091878034,-0.123416,-0.14833213,-0.14846604,-0.04411578,-0.02380877,0.20633563,0.07726878,-0.1882746,0.06777032,0.07868754,-0.02375367,-0.11514184,0.13588375,-0.006913701,0.0044635744,0.13894205,0.104359776,0.09927546,0.1687805,-0.052656688,-0.10408746,-0.28670833,0.019427031,-0.009960617,0.06690376,-0.023597274,-0.16423234,-0.15979834,-0.0766313,0.13494736,-0.14171417,-0.089537956,-0.3712107,-0.08780251,0.042642385,0.107908234,-0.050956678,-0.11689402,-0.059087045,0.057720706,-0.05575878,-0.11130441,-0.24247342,-0.06637229,-0.05058473,-0.04610335,-0.047852673,-0.071183145,-0.12935045,-0.33495593,-0.17022675,-0.084875725,-0.06203901,0.15183741,-0.13741882,0.15254065,-0.12758967,-0.30439,-0.08064085,0.03393216,-0.10230708,0.14639418,0.15368514,-0.15719591,0.038374517,0.031503297,0.07493697,-0.047883995,-0.12560154,-0.18436973
dad,-0.021658665,0.058362324,-0.011577663,0.090182595,-0.12610723,0.06862987,-0.07547104,0.06918455,-0.1328706,0.14517461,-0.12105321,0.023625733,0.12513295,0.12774475,-0.13579947,-0.16000046,0.13870439,-0.15733202,-0.1827486,0.061771743,0.08898236,-0.03575562,-0.13686244,0.18350817,0.27499786,-0.02810308,-0.101607785,0.015673859,-0.11811779,-0.04408968,-0.09272003,-0.19645385,-0.10723136,0.006890551,-0.01084765,0.20930381,0.12297223,-0.22028692,0.09931135,0.041247476,-0.007298666,-0.056453615,0.16192073,0.0026082583,-0.0051596323,0.14929073,0.07726225,0.073820084,0.17191784,-0.07520214,-0.04278306,-0.29227924,-0.035059307,0.031293202,0.08640551,-0.020614361,-0.0914479,-0.041713867,-0.0746745,0.1665018,-0.102640465,-0.13498043,-0.326667,-0.075400114,0.093027525,0.08271481,-0.056834966,-0.067712955,-0.06872447,0.0018323027,-0.022080002,-0.16096862,-0.26146913,-0.06220685,-0.006096246,-0.09052947,0.042040277,-0.04976481,-0.14587618,-0.2671004,-0.15915614,-0.054466646,-0.10078417,0.08912768,-0.219151,0.07915768,-0.16400486,-0.2943109,-0.14092183,0.055088963,-0.110109024,0.0996781,0.13489808,-0.119232856,0.011596648,0.0064901104,0.08654327,-0.005425386,-0.1054655,-0.13537285
